title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Loop 04","Eight Miles High","Lost Tracks",DECY51301408,tidal,63017903,244s,,,http://www.tidal.com/track/63017903
"The Flood (Floodland Mix)","Oscar Mulero",Pro-Files,NLCK41015509,tidal,62588989,359s,,,http://www.tidal.com/track/62588989
"Girl Scout Cookies","Danny Wabbit","Girl Scout Cookies",US83Z2239260,tidal,263580018,283s,,,http://www.tidal.com/track/263580018
Ichi,KYMRS,Ichi,UKN6K2201513,tidal,284625395,322s,,,http://www.tidal.com/track/284625395
HexSin,Dave.LK,2022:1,SEYOK2216073,tidal,230619587,322s,,,http://www.tidal.com/track/230619587
"The Fleshy Part Of The Thigh",Phara,"TRY STRESS RELIEF TECHNIQUES",NLCK42223397,tidal,265101365,402s,,,http://www.tidal.com/track/265101365
Cylindrar,"Alexander Johansson, Mattias Fridell","Geometriska Strukturer EP",GB2AF2200017,tidal,270850638,385s,,,http://www.tidal.com/track/270850638
Howling,Tony,Mistress,CA5KR2318406,tidal,269757245,369s,,,http://www.tidal.com/track/269757245
"Grasp (Original mix)",Essē,Cauldron,DEZN82144188,tidal,260056190,345s,,,http://www.tidal.com/track/260056190
"Bionic Jungle",Marcal,"Cyber Dystopia",BEN582200831,tidal,271239858,298s,,,http://www.tidal.com/track/271239858
Haka,Symbolism,"Bosonic EP [PHTM006]",QZS632381817,tidal,272111814,291s,,,http://www.tidal.com/track/272111814
"Oak Bank",Surgeon,"Oak Bank",DEF272335101,tidal,267725580,397s,,,http://www.tidal.com/track/267725580
"What Were You Doing in 99",W/CYA,"Undisputed Attitude",NLC8K1400365,tidal,269397947,396s,,,http://www.tidal.com/track/269397947
Pugilism,"I Decided","Pugilism (w/ Nicolas Vogler Remix)",NLCK42225158,tidal,271826840,348s,,,http://www.tidal.com/track/271826840
"Elements of Discipline","A Thousand Details","Ashes from Changes EP",GX5SU2200045,tidal,263694419,390s,,,http://www.tidal.com/track/263694419
Tenacity,Altinbas,Illumination,BEN582200419,tidal,271239820,331s,,,http://www.tidal.com/track/271239820
Trouble,"Vinicius Honorio","Radio Amazonz",NLPJ87200526,tidal,271027057,338s,,,http://www.tidal.com/track/271027057
"Guiding Light","DJ Shufflemaster",EXP,DEF272216717,tidal,260705898,290s,,,http://www.tidal.com/track/260705898
"Don't Fear the Three",Marcal,"Cyber Dystopia",BEN582200834,tidal,271239861,347s,,,http://www.tidal.com/track/271239861
Navigator,"Chris Liebing, Andrew Wooden","Without Baggage a Bag / Anastasia",DEE829801540,tidal,16653053,452s,,,http://www.tidal.com/track/16653053
"Spanish Town Remix","Stoned Baby","Metro Dance Club - Tension 2000 by José Rives",ESA060010407,tidal,175048623,267s,,,http://www.tidal.com/track/175048623
"Carbon Towers","Operator (UK)","Carbon Towers EP",NLMH62300006,tidal,270850786,453s,,,http://www.tidal.com/track/270850786
"Electronic Level","Andreas Kremer","The Way Of The Drum",DEH740700564,tidal,137404615,302s,,,http://www.tidal.com/track/137404615
"Bad Hands (Autechre Remix)","Surgeon, Autechre","Whose Bad Hands Are These? Pt. 1",GB6SP0900079,tidal,78886708,437s,,,http://www.tidal.com/track/78886708
"Natura (Original Mix)",Tremul,"BEST OFF 2023",ES55E2300001,tidal,329180534,309s,,,http://www.tidal.com/track/329180534
"Against the Light",Aske,"Radio Amazonz",NLPJ87200531,tidal,271027063,326s,,,http://www.tidal.com/track/271027063
Lyfseðill,"Felix Leifur","Brot 06",UKACT2131945,tidal,196428993,416s,,,http://www.tidal.com/track/196428993
"Punk for President (Rebekah Remix)",Monya,"Punk for President",FR2X41589870,tidal,55152703,379s,,,http://www.tidal.com/track/55152703
Imageforum,"DJ Shufflemaster",EXP,DEF272216705,tidal,260705879,354s,,,http://www.tidal.com/track/260705879
SLAM,ardt,PCTV,NLCK42223453,tidal,265582012,363s,,,http://www.tidal.com/track/265582012
"Kept Aside","Dylan Fogarty","D Loops, Vol. 2",QZTB92280806,tidal,268095798,239s,,,http://www.tidal.com/track/268095798
"Time Machine (Alarico Remix)",Blanka,"Love Letter",NLCK42223725,tidal,266768260,322s,,,http://www.tidal.com/track/266768260
"Unstable Mentality (Original Mix)",Hekum,"Developing Of Origins EP",NLCK41088466,tidal,187674570,285s,,,http://www.tidal.com/track/187674570
"Cosmic Daze",A.D.,"Cosmic Daze EP",FIKBL2300001,tidal,269397809,362s,,,http://www.tidal.com/track/269397809
Trauma,"DJ Savage","Pleistocene Future 1",NLCK42211878,tidal,219568674,331s,,,http://www.tidal.com/track/219568674
"Innervisions (Pilot)","DJ Shufflemaster",EXP,DEF272216713,tidal,260705888,344s,,,http://www.tidal.com/track/260705888
"Skin on Skin",Nortsch,"Body Language EP",NLCK42225785,tidal,274529575,319s,,,http://www.tidal.com/track/274529575
"Rack Vert","Jason Patrick","Stain of Time",GX6HW2200011,tidal,271428190,438s,,,http://www.tidal.com/track/271428190
"Isocrono (Original Mix)",DIVIDE,"Manifesto Futurista EP",NLCK42225593,tidal,273190907,299s,,,http://www.tidal.com/track/273190907
"Skin Ticket",W/CYA,"Undisputed Attitude",NLC8K1400366,tidal,269397948,400s,,,http://www.tidal.com/track/269397948
Tijuca,Pacou,"Rio Sketches Part 2",BEN580100028,tidal,133375672,347s,,,http://www.tidal.com/track/133375672
"Hydro Barrier",Scøpe,"Thermal Expansion",GBMJG2300349,tidal,270888980,322s,,,http://www.tidal.com/track/270888980
Horizon,"Terrence Dixon","From the Far Future, Pt. 2",DEF271225607,tidal,227016775,275s,,,http://www.tidal.com/track/227016775
"Nightshift (Original Mix)",Jancen,"Ocean of Storms E.P.",NLCK42225518,tidal,272970289,352s,,,http://www.tidal.com/track/272970289
"The Waves Cannot Hear You (Milo Raad Remix)","Piotr Figiel, Marboc",CTRL018,USA2P2254508,tidal,264127262,298s,,,http://www.tidal.com/track/264127262
Cyclon,"Paul Seibane",Cyclon,GX2KK2100056,tidal,269397969,419s,,,http://www.tidal.com/track/269397969
Falconrui,"Pharaoh & Yogg","Thermal Expansion",GBMJG2300350,tidal,270888981,435s,,,http://www.tidal.com/track/270888981
"Samurai Sword",Klint,"Knot Theory",DEH742230504,tidal,270715936,331s,,,http://www.tidal.com/track/270715936
Homies,Regal86,"Air Bags",QZK6G2217353,tidal,236966196,333s,,,http://www.tidal.com/track/236966196
Affluent,"Arthur Robert",Singularity,GBKQU2311693,tidal,275200716,416s,,,http://www.tidal.com/track/275200716
Frostbite,"Arthur Robert",Singularity,GBKQU2311694,tidal,275200717,356s,,,http://www.tidal.com/track/275200717
Destination,"Arthur Robert",Singularity,GBKQU2311695,tidal,275200718,380s,,,http://www.tidal.com/track/275200718
Undecisive,"Arthur Robert",Singularity,GBKQU2311697,tidal,275200719,371s,,,http://www.tidal.com/track/275200719
Penultimate,"Arthur Robert",Singularity,GBKQU2311698,tidal,275200720,403s,,,http://www.tidal.com/track/275200720
Light,"Arthur Robert",Singularity,GBKQU2311699,tidal,275200721,531s,,,http://www.tidal.com/track/275200721
Achiever,"Arthur Robert",Singularity,GBKQU2311700,tidal,275200722,451s,,,http://www.tidal.com/track/275200722
Corduray,Regal86,Escándalo,QZK6G2217368,tidal,236966294,238s,,,http://www.tidal.com/track/236966294
"Liquid Sky",Octavio,"Liquid Sky",PYLPZ2300001,tidal,271752518,352s,,,http://www.tidal.com/track/271752518
Unheard,Mode_1,Reactor,DEH742221017,tidal,246104851,348s,,,http://www.tidal.com/track/246104851
Run,"Tom Mosler","Run & Hide",PL02J2300301,tidal,270992922,353s,,,http://www.tidal.com/track/270992922
Hide,"Tom Mosler","Run & Hide",PL02J2300302,tidal,270992923,367s,,,http://www.tidal.com/track/270992923
"As Assumed",Urbano,"Another Nexus EP",UK5JK1300019,tidal,33774426,369s,,,http://www.tidal.com/track/33774426
Koner,"Alexander Johansson, Mattias Fridell","Geometriska Strukturer EP",GB2AF2200020,tidal,270850641,355s,,,http://www.tidal.com/track/270850641
1/16dot&MOVE,Administrator,"Digitality: Search [Permanence]",NLCK42224389,tidal,269727635,402s,,,http://www.tidal.com/track/269727635
Secreto,Tom.Healey,Syxt031,DEH742228759,tidal,266934415,304s,,,http://www.tidal.com/track/266934415
Pneumatic,"Mike Dehnert","Inertia #3",NLM791100084,tidal,10631153,465s,,,http://www.tidal.com/track/10631153
Control,"Jack Fresia","Junction 006",NLCK42216621,tidal,236652563,390s,,,http://www.tidal.com/track/236652563
"Revelation 9 (Nobel Cortex Remix)","Ackermann, CS13","Hold on EP",DEEN72200025,tidal,237523793,306s,,,http://www.tidal.com/track/237523793
"This Is Your Life 5 5 (Original Mix)","D E","Panel Trax 030",DEAR41244519,tidal,18206138,248s,,,http://www.tidal.com/track/18206138
"Comfortable Silence","A.Paul, Dextro","Shadow Self / Comfortable Silence",PT9BS2200282,tidal,273973219,316s,,,http://www.tidal.com/track/273973219
"Clever (Original Mix)","Wyndell Long","Seriously Techno",FR6V80991326,tidal,69228507,253s,,,http://www.tidal.com/track/69228507
Relic,"Fadi Mohem",Relic,NLL562201320,tidal,276337584,346s,,,http://www.tidal.com/track/276337584
"Nibbling [ISH EP 05]",Isaiah,"Literally EP [ISH EP 05]",QZMHN2331957,tidal,276303089,303s,,,http://www.tidal.com/track/276303089
"Inertial Force","Stef Mendesidis","Cyborg EP",NLCK41045811,tidal,85417084,335s,,,http://www.tidal.com/track/85417084
"Augment 01","Patrik Carrera","Olympian 36",NLPJ93600434,tidal,275420875,397s,,,http://www.tidal.com/track/275420875
"Val Natcattiram",Decoder,"Existentialist Mentality",GX5SU2200061,tidal,275420945,281s,,,http://www.tidal.com/track/275420945
Panasonic,"Franklin S","SOUND OF GHETO",GBKQU2307599,tidal,275445852,322s,,,http://www.tidal.com/track/275445852
"Revenge (Original)",Marcus,"Off The Chain",NLCK42220148,tidal,253626946,309s,,,http://www.tidal.com/track/253626946
"Mediscan, Pt. 1",Encoder,"Futuro, Vol. 2",CH6542300152,tidal,267505715,285s,,,http://www.tidal.com/track/267505715
"Werk it",R.M.K,"Werk it EP",UKA842300001,tidal,269397867,319s,,,http://www.tidal.com/track/269397867
"O Caminho",Aske,"Radio Amazonz",NLPJ87200529,tidal,271027060,345s,,,http://www.tidal.com/track/271027060
"Passive Souls (Original Mix)",b.mod,Riposta,NLCK42224408,tidal,269727653,364s,,,http://www.tidal.com/track/269727653
"Unknown Object","Linear System",Simian,UKN6K2200152,tidal,284625393,362s,,,http://www.tidal.com/track/284625393
"Fallbrook (Max Gardner Remix)",Drumcell,Fallbrook,GX7P62300002,tidal,269397759,398s,,,http://www.tidal.com/track/269397759
"Eight 3 (2019 Remaster)","James Ruskin","Point 2 (2019 Remaster)",DEF270014506,tidal,227036995,306s,,,http://www.tidal.com/track/227036995
"4000 bc",FLAWS,"Unseen World",QMSL31950292,tidal,236267238,315s,,,http://www.tidal.com/track/236267238
"Loop 7",Tog,"UNITY Fundraiser Compilation",QZKDK2372796,tidal,277546250,267s,,,http://www.tidal.com/track/277546250
"Segment (Original)","Border One",Apex,BEC292243081,tidal,274845757,332s,,,http://www.tidal.com/track/274845757
"Exit 2",CNCPT,"Olympian 26",NLPJ72600391,tidal,206578133,361s,,,http://www.tidal.com/track/206578133
"Neo Groove I (Truncate Remix)","William Arist","Neo Groove EP",UKN6K2301703,tidal,285139635,299s,,,http://www.tidal.com/track/285139635
"Locked Room","Marcelo Antonio","9 I 7 Lado Este",GX3Q92323011,tidal,272551768,346s,,,http://www.tidal.com/track/272551768
"Twist The Knife (Volster Remix)","Snakebite_616, Volster","Connection Between EP (featuring Volster Remix)",NLCK42225242,tidal,271857191,350s,,,http://www.tidal.com/track/271857191
"Summertime Raving In London","Theo Nasa","Worldwide Ravers EP",GBLTF2000118,tidal,284622835,363s,,,http://www.tidal.com/track/284622835
"Filler Space",Ecilo,"Atmos Groove",QMSL31950344,tidal,275075231,339s,,,http://www.tidal.com/track/275075231
Promenade,"steve stoll","Windows on the World",DEE820100458,tidal,93305926,303s,,,http://www.tidal.com/track/93305926
Imitation,"Hedström & Pflug",Lqd016,DEH742300911,tidal,272962434,329s,,,http://www.tidal.com/track/272962434
"PC Muscles",Bjarki,"I Have a Question",GBLFT1540019,tidal,215990222,266s,,,http://www.tidal.com/track/215990222
"Rapture (Ian O'Brien Remix)","Claude Young, Takasi Nakajima","Rapture EP1",GBQLP1100250,tidal,10518456,530s,,,http://www.tidal.com/track/10518456
"Come and Get Me (Zisko Remix)",Pøl,Lqd016,DEH742300921,tidal,272962444,298s,,,http://www.tidal.com/track/272962444
Days,"William Arist","Gultural EP",NLCK42223935,tidal,267213009,301s,,,http://www.tidal.com/track/267213009
Sensenmann,MasCon,"Always On Fire",NLCK42226542,tidal,276841743,345s,,,http://www.tidal.com/track/276841743
Chemistry,Univrz,"Chemistry EP",BEC292322766,tidal,275857704,334s,,,http://www.tidal.com/track/275857704
"The Nine Unknown","Forest People","Impact Play",DEBW22300023,tidal,271881904,376s,,,http://www.tidal.com/track/271881904
"A Dead Body Falling (Temudo Remix)",Lõn,"A Dead Body Falling",NLCK42222523,tidal,261523002,362s,,,http://www.tidal.com/track/261523002
"Flash Flood (Function Remix)","Infiniti, Juan Atkins","The Remixes, Pt. 2",DEF271225003,tidal,227035312,465s,,,http://www.tidal.com/track/227035312
99',Alarico,OBSKURA,FR96X2307554,tidal,278740459,336s,,,http://www.tidal.com/track/278740459
"Damnatio Memoriae","Duncan MacDonald","Metaroots 4",QM4TW2393644,tidal,277885219,339s,,,http://www.tidal.com/track/277885219
"Tool 5",Ikari,"PRTL WRX 001",NLCK42226066,tidal,275463852,326s,,,http://www.tidal.com/track/275463852
"Metro (DJ Skull Remix)","Joey Beltram",Metro,DEF279605003,tidal,226931393,472s,,,http://www.tidal.com/track/226931393
"Anipintiros #5 (Ben Sims Remix)",Tripeo,"Anipintiros Reworks Part 2",NLUN71200232,tidal,135949300,306s,,,http://www.tidal.com/track/135949300
"LIM 3H (Original)","Jonas Kopp","Less is More Part 3",NLCK41099667,tidal,212604494,336s,,,http://www.tidal.com/track/212604494
"Dark Forces (Claude Young Remix)",Slam,"Dark Forces (Remixes)",GBBVL9600451,tidal,2328700,457s,,,http://www.tidal.com/track/2328700
Eisga,"Robert Natus","First Beginnings (Early Worx)",DEEZ12200258,tidal,224790605,345s,,,http://www.tidal.com/track/224790605
Technik,Age,"Kopfgeister, Pt. 3 (1992-2002)",DEBL60501452,tidal,36994050,334s,,,http://www.tidal.com/track/36994050
"Marked Spot","Samuel L Session, Van Czar","Bones EP",NLMH62300012,tidal,275420898,317s,,,http://www.tidal.com/track/275420898
"3D World","Stephen Brown, Fossil Archive, Roberto","3D World EP",UKA842200005,tidal,217699025,424s,,,http://www.tidal.com/track/217699025
"Neon God","Modern Doom","Neon God",DEH742101031,tidal,206620804,504s,,,http://www.tidal.com/track/206620804
"VERMILLION 02 [220210.1]","Ignez, Rødhåd",VERMILLION,DEYS32301102,tidal,276337866,360s,,,http://www.tidal.com/track/276337866
"VERMILLION 04 [220208.1]","Ignez, Rødhåd",VERMILLION,DEYS32301104,tidal,276337868,355s,,,http://www.tidal.com/track/276337868
Tech-Nic,"MoMa Ready","Body 22",USYBL2202038,tidal,268907722,455s,,,http://www.tidal.com/track/268907722
Seeker,"Samuli Kemppi","Lost EP",NLUN71200033,tidal,276337423,359s,,,http://www.tidal.com/track/276337423
"Anipintiros #5 + #8 (Exium Mash Up Remix)",Tripeo,"Anipintiros Reworks Part 1",NLUN71200229,tidal,135949270,348s,,,http://www.tidal.com/track/135949270
"Attor (Original Mix)","Marco Bailey, Sigvard","Black Radion EP",NLCK42227005,tidal,277074325,331s,,,http://www.tidal.com/track/277074325
"Cop Car","Joey Beltram","Fuzz Tracks",USLQ21710236,tidal,91845025,271s,,,http://www.tidal.com/track/91845025
Wetlook,Bandulu,Redemption,BEN580200027,tidal,133496135,301s,,,http://www.tidal.com/track/133496135
"You Spelled Corn Wrong",Temudo,Moraliste,GB2AF2300001,tidal,278175396,334s,,,http://www.tidal.com/track/278175396
"Neutron Star Remnant",Coefficient,"Fuga IV",BEN582200517,tidal,277207911,300s,,,http://www.tidal.com/track/277207911
Oleander,Dissembler,Buho,CA5KR2323485,tidal,273197452,350s,,,http://www.tidal.com/track/273197452
Summit,"Pau Cabeza","Summit EP",GX5SU2200065,tidal,275420956,329s,,,http://www.tidal.com/track/275420956
"Darkness in My Life",Sterac,Asphyx,NLM792100028,tidal,182463872,431s,,,http://www.tidal.com/track/182463872
"Day After","Robert Natus","Pneumatik (Early Worx)",DEEZ12200370,tidal,225045201,292s,,,http://www.tidal.com/track/225045201
"Blaenk (Original Version)","Alexander Johansson, Mattias Fridell","Skrammel & Bank",NLCK42226232,tidal,275903912,344s,,,http://www.tidal.com/track/275903912
Maritime,"Kenny Larkin","Artificial Intelligence II",GBBPW9400090,tidal,16024001,397s,,,http://www.tidal.com/track/16024001
"Sista Ordet","Alexander Johansson, Mattias Fridell","Spektakel EP",SE6ZQ2200303,tidal,239403522,373s,,,http://www.tidal.com/track/239403522
"Wheesht (Ben Sims Remix)",Rolando,"Wheesht(The Remixes)",UK78T1600016,tidal,68112631,366s,,,http://www.tidal.com/track/68112631
"The Tresor Track","Mike Huckaby","The Tresor Track",DEF271124501,tidal,227037048,384s,,,http://www.tidal.com/track/227037048
Desafios,"Anders (BR)",Equilibrium,DEH742218410,tidal,241157024,394s,,,http://www.tidal.com/track/241157024
Control,"Oliver Ho","Burning Heretics",GB2AF1600003,tidal,59908895,359s,,,http://www.tidal.com/track/59908895
Cyanide,"FreakG, Octavio",Cyanide,PYLPZ2300007,tidal,276584975,331s,,,http://www.tidal.com/track/276584975
Howl,"Ben Reymann","Internal Progression",NL5PP2300046,tidal,274553539,337s,,,http://www.tidal.com/track/274553539
"Lemurian Blues","Reeko, Surgeon",Scoundrel,NLCK42225765,tidal,273741045,345s,,,http://www.tidal.com/track/273741045
"Catch My Flow",Developer,"Isolation Themes",NLPJ62200152,tidal,58067212,397s,,,http://www.tidal.com/track/58067212
"Patala (Tadeo Remix)","Deepak Sharma",Patala,QM6N21967744,tidal,183205958,349s,,,http://www.tidal.com/track/183205958
"Anomal Beta",Vril,Animist,NLM792300009,tidal,275421036,342s,,,http://www.tidal.com/track/275421036
Subcultures,Surgeon,Subcultures,DEF272335107,tidal,267727555,359s,,,http://www.tidal.com/track/267727555
"Aiden (Original Mix)","Marco Bailey, Sigvard","Black Radion EP",NLCK42227004,tidal,277074321,332s,,,http://www.tidal.com/track/277074321
"Abyss (Remastered 2021)","Dave Angel","Seas Of Tranquility EP",GBKQU2124233,tidal,178606634,408s,,,http://www.tidal.com/track/178606634
Hustle,"Arthur Robert","V/A 4.0",NLCK42225347,tidal,272086277,428s,,,http://www.tidal.com/track/272086277
SP-16,"Linear Phase",SP-16,NLCK42225757,tidal,273729814,358s,,,http://www.tidal.com/track/273729814
Sacrifice,Maōh,"Flesh Of Gods",NLCK42227163,tidal,278488030,338s,,,http://www.tidal.com/track/278488030
"Twenty Nine (Black Mix)","Mark Broom","From London with Love",DEAE60600517,tidal,87387427,404s,,,http://www.tidal.com/track/87387427
"Memo From Thunder","Robert Hood","Point Blank",GBEWK0200031,tidal,96007616,410s,,,http://www.tidal.com/track/96007616
"In From The Night","Planetary Assault Systems","Race Data E.T.A - Mixed By Billy Nasty",GBHCD1727275,tidal,195302178,258s,,,http://www.tidal.com/track/195302178
Kaleidoscope,PashaL8,Kaleidoscope,TCAGU2350062,tidal,279772301,596s,,,http://www.tidal.com/track/279772301
Rassco,Yogg,NON031,BEN581800736,tidal,93368203,356s,,,http://www.tidal.com/track/93368203
"At Les (Christian Smith's Hypnotica Remix)","Carl Craig","At Les (Christian Smith Remixes)",GBYNV1000560,tidal,93351817,554s,,,http://www.tidal.com/track/93351817
Anarchists,"Takaaki Itoh","Killing All Anarchists",DEPI82008048,tidal,293836281,305s,,,http://www.tidal.com/track/293836281
